"DATE","TAVG"
"2022-10-27",NA
"2022-10-28",NA
"2022-10-29",NA
"2022-10-30",NA
"2022-10-31",NA
"2022-11-01",NA
"2022-11-02",NA
"2022-11-03",NA
"2022-11-04",NA
"2022-11-05",NA
"2022-11-06",NA
"2022-11-07",NA
"2022-11-08",NA
"2022-11-09",NA
"2022-11-10",NA
"2022-11-11",NA
"2022-11-12",NA
"2022-11-13",NA
"2022-11-14",NA
"2022-11-15",NA
"2022-11-16",NA
"2022-11-17",NA
"2022-11-18",NA
"2022-11-19",NA
"2022-11-20",NA
"2022-11-21",NA
"2022-11-22",NA
"2022-11-23",NA
"2022-11-24",NA
"2022-11-25",NA
"2022-11-26",NA
"2022-11-27",NA
"2022-11-28",NA
"2022-11-29",NA
"2022-11-30",NA
"2022-12-01",NA
"2022-12-02",NA
"2022-12-03",NA
"2022-12-04",NA
"2022-12-05",NA
"2022-12-06",NA
"2022-12-07",NA
"2022-12-08",NA
"2022-12-09",NA
"2022-12-10",NA
"2022-12-11",NA
"2022-12-12",NA
"2022-12-13",NA
"2022-12-14",NA
"2022-12-15",NA
"2022-12-16",NA
"2022-12-17",NA
"2022-12-18",NA
"2022-12-19",NA
"2022-12-20",NA
"2022-12-21",NA
"2022-12-22",NA
"2022-12-23",NA
"2022-12-24",NA
"2022-12-25",NA
"2022-12-26",NA
"2022-12-27",NA
"2022-12-28",NA
"2022-12-29",NA
"2022-12-30",NA
"2022-12-31",NA
"2023-01-01",NA
"2023-01-02",NA
"2023-01-03",NA
"2023-01-04",NA
"2023-01-05",NA
"2023-01-06",NA
"2023-01-07",NA
"2023-01-08",NA
"2023-01-09",NA
"2023-01-10",NA
"2023-01-11",NA
"2023-01-12",NA
"2023-01-13",NA
"2023-01-14",NA
"2023-01-15",NA
"2023-01-16",NA
"2023-01-17",NA
"2023-01-18",NA
"2023-01-19",NA
"2023-01-20",NA
"2023-01-21",NA
"2023-01-22",NA
"2023-01-23",NA
"2023-01-24",NA
"2023-01-25",NA
"2023-01-26",NA
"2023-01-27",NA
"2023-01-28",NA
"2023-01-29",NA
"2023-01-30",NA
"2023-01-31",NA
"2023-02-01",NA
"2023-02-02",NA
"2023-02-03",NA
"2023-02-04",NA
"2023-02-05",NA
"2023-02-06",NA
"2023-02-07",NA
"2023-02-08",NA
"2023-02-09",NA
"2023-02-10",NA
"2023-02-11",NA
"2023-02-12",NA
"2023-02-13",NA
"2023-02-14",NA
"2023-02-15",NA
"2023-02-16",NA
"2023-02-17",NA
"2023-02-18",NA
"2023-02-19",NA
"2023-02-20",NA
"2023-02-21",NA
"2023-02-22",NA
"2023-02-23",NA
"2023-02-24",NA
"2023-02-25",NA
"2023-02-26",NA
"2023-02-27",NA
"2023-02-28",NA
"2023-03-01",NA
"2023-03-02",NA
"2023-03-03",NA
"2023-03-04",NA
"2023-03-05",NA
"2023-03-06",NA
"2023-03-07",NA
"2023-03-08",NA
"2023-03-09",NA
"2023-03-10",NA
"2023-03-11",NA
"2023-03-12",NA
"2023-03-13",NA
"2023-03-14",NA
"2023-03-15",NA
"2023-03-16",NA
"2023-03-17",NA
"2023-03-18",NA
"2023-03-19",NA
"2023-03-20",NA
"2023-03-21",NA
"2023-03-22",NA
"2023-03-23",NA
"2023-03-24",NA
"2023-03-25",NA
"2023-03-26",NA
"2023-03-27",NA
"2023-03-28",NA
"2023-03-29",NA
"2023-03-30",NA
"2023-03-31",NA
"2023-04-01",NA
"2023-04-02",NA
"2023-04-03",NA
"2023-04-04",NA
"2023-04-05",NA
"2023-04-06",NA
"2023-04-07",NA
"2023-04-08",NA
"2023-04-09",NA
"2023-04-10",NA
"2023-04-11",NA
"2023-04-12",NA
"2023-04-13",NA
"2023-04-14",NA
"2023-04-15",NA
"2023-04-16",NA
"2023-04-17",NA
"2023-04-18",NA
"2023-04-19",NA
"2023-04-20",NA
"2023-04-21",NA
"2023-04-22",NA
"2023-04-23",NA
"2023-04-24",NA
"2023-04-25",NA
"2023-04-26",NA
"2023-04-27",NA
"2023-04-28",NA
"2023-04-29",NA
"2023-04-30",NA
"2023-05-01",NA
"2023-05-02",NA
"2023-05-03",NA
"2023-05-04",NA
"2023-05-05",NA
"2023-05-06",NA
"2023-05-07",NA
"2023-05-08",NA
"2023-05-09",NA
"2023-05-10",NA
"2023-05-11",NA
"2023-05-12",NA
"2023-05-13",NA
"2023-05-14",NA
"2023-05-15",NA
"2023-05-16",NA
"2023-05-17",NA
"2023-05-18",NA
"2023-05-19",NA
"2023-05-20",NA
"2023-05-21",NA
"2023-05-22",NA
"2023-05-23",NA
"2023-05-24",NA
"2023-05-25",NA
"2023-05-26",NA
"2023-05-27",NA
"2023-05-28",NA
"2023-05-29",NA
"2023-05-30",NA
"2023-05-31",NA
"2023-06-01",NA
"2023-06-02",NA
"2023-06-03",NA
"2023-06-04",NA
"2023-06-05",NA
"2023-06-06",NA
"2023-06-07",NA
"2023-06-08",NA
"2023-06-09",NA
"2023-06-10",NA
"2023-06-11",NA
"2023-06-12",NA
"2023-06-13",NA
"2023-06-14",NA
"2023-06-15",NA
"2023-06-16",NA
"2023-06-17",NA
"2023-06-18",NA
"2023-06-19",NA
"2023-06-20",NA
"2023-06-21",NA
"2023-06-22",NA
"2023-06-23",NA
"2023-06-24",NA
"2023-06-25",NA
"2023-06-26",NA
"2023-06-27",NA
"2023-06-28",NA
"2023-06-29",NA
"2023-06-30",NA
"2023-07-01",NA
"2023-07-02",NA
"2023-07-03",NA
"2023-07-04",NA
"2023-07-05",NA
"2023-07-06",NA
"2023-07-07",NA
"2023-07-08",NA
"2023-07-09",NA
"2023-07-10",NA
"2023-07-11",NA
"2023-07-12",NA
"2023-07-13",NA
"2023-07-14",NA
"2023-07-15",NA
"2023-07-16",NA
"2023-07-17",NA
"2023-07-18",NA
"2023-07-19",NA
"2023-07-20",NA
"2023-07-21",NA
"2023-07-22",NA
"2023-07-23",NA
"2023-07-24",NA
"2023-07-25",NA
"2023-07-26",NA
"2023-07-27",NA
"2023-07-28",NA
"2023-07-29",NA
"2023-07-30",NA
"2023-07-31",NA
"2023-08-01",NA
"2023-08-02",NA
"2023-08-03",NA
"2023-08-04",NA
"2023-08-05",NA
"2023-08-06",NA
"2023-08-07",NA
"2023-08-08",NA
"2023-08-09",NA
"2023-08-10",NA
"2023-08-11",NA
"2023-08-12",NA
"2023-08-13",NA
"2023-08-14",NA
"2023-08-15",NA
"2023-08-16",NA
"2023-08-17",NA
"2023-08-18",NA
"2023-08-19",NA
"2023-08-20",NA
"2023-08-21",NA
"2023-08-22",NA
"2023-08-23",NA
"2023-08-24",NA
"2023-08-25",NA
"2023-08-26",NA
"2023-08-27",NA
"2023-08-28",NA
"2023-08-29",NA
"2023-08-30",NA
"2023-08-31",NA
"2023-09-01",NA
"2023-09-02",NA
"2023-09-03",NA
"2023-09-04",NA
"2023-09-05",NA
"2023-09-06",NA
"2023-09-07",NA
"2023-09-08",NA
"2023-09-09",NA
"2023-09-10",NA
"2023-09-11",NA
"2023-09-12",NA
"2023-09-13",NA
"2023-09-14",NA
"2023-09-15",NA
"2023-09-16",NA
"2023-09-17",NA
"2023-09-18",NA
"2023-09-19",NA
"2023-09-20",NA
"2023-09-21",NA
"2023-09-22",NA
"2023-09-23",NA
"2023-09-24",NA
"2023-09-25",NA
"2023-09-26",NA
"2023-09-27",NA
"2023-09-28",NA
"2023-09-29",NA
"2023-09-30",NA
"2023-10-01",NA
"2023-10-02",NA
"2023-10-03",NA
"2023-10-04",NA
"2023-10-05",NA
"2023-10-06",NA
"2023-10-07",NA
"2023-10-08",NA
"2023-10-09",NA
"2023-10-10",NA
"2023-10-11",NA
"2023-10-12",NA
"2023-10-13",NA
"2023-10-14",NA
"2023-10-15",NA
"2023-10-16",NA
"2023-10-17",NA
"2023-10-18",NA
"2023-10-19",NA
"2023-10-20",NA
"2023-10-21",NA
"2023-10-22",NA
"2023-10-23",NA
"2023-10-24",NA
"2023-10-25",NA
"2023-10-26",NA
"2023-10-27",NA
"2023-10-28",NA
"2023-10-29",NA
"2023-10-30",NA
"2023-10-31",NA
"2023-11-01",NA
"2023-11-02",NA
"2023-11-03",NA
"2023-11-04",NA
"2023-11-05",NA
"2023-11-06",NA
"2023-11-07",NA
"2023-11-08",NA
"2023-11-09",NA
"2023-11-10",NA
"2023-11-11",NA
"2023-11-12",NA
"2023-11-13",NA
"2023-11-14",NA
"2023-11-15",NA
"2023-11-16",NA
"2023-11-17",NA
"2023-11-18",NA
"2023-11-19",NA
"2023-11-20",NA
"2023-11-21",NA
"2023-11-22",NA
"2023-11-23",NA
"2023-11-24",NA
"2023-11-25",NA
"2023-11-26",NA
"2023-11-27",NA
"2023-11-28",NA
"2023-11-29",NA
"2023-11-30",NA
"2023-12-01",NA
"2023-12-02",NA
"2023-12-03",NA
"2023-12-04",NA
"2023-12-05",NA
"2023-12-06",NA
"2023-12-07",NA
"2023-12-08",NA
"2023-12-09",NA
"2023-12-10",NA
"2023-12-11",NA
"2023-12-12",NA
"2023-12-13",NA
"2023-12-14",NA
"2023-12-15",NA
"2023-12-16",NA
"2023-12-17",NA
"2023-12-18",NA
"2023-12-19",NA
"2023-12-20",NA
"2023-12-21",NA
"2023-12-22",NA
"2023-12-23",NA
"2023-12-24",NA
"2023-12-25",NA
"2023-12-26",NA
"2023-12-27",NA
"2023-12-28",NA
"2023-12-29",NA
"2023-12-30",NA
"2023-12-31",NA
"2024-01-01",NA
"2024-01-02",NA
"2024-01-03",NA
"2024-01-04",NA
"2024-01-05",NA
"2024-01-06",NA
"2024-01-07",NA
"2024-01-08",NA
"2024-01-09",NA
"2024-01-10",NA
"2024-01-11",NA
"2024-01-12",NA
"2024-01-13",NA
"2024-01-14",NA
"2024-01-15",NA
"2024-01-16",NA
"2024-01-17",NA
"2024-01-18",NA
"2024-01-19",NA
"2024-01-20",NA
"2024-01-21",NA
"2024-01-22",NA
"2024-01-23",NA
"2024-01-24",NA
"2024-01-25",NA
"2024-01-26",NA
"2024-01-27",NA
"2024-01-28",NA
"2024-01-29",NA
"2024-01-30",NA
"2024-01-31",NA
"2024-02-01",NA
"2024-02-02",NA
"2024-02-03",NA
"2024-02-04",NA
"2024-02-05",NA
"2024-02-06",NA
"2024-02-07",NA
"2024-02-08",NA
"2024-02-09",NA
"2024-02-10",NA
"2024-02-11",NA
"2024-02-12",NA
"2024-02-13",NA
"2024-02-14",NA
"2024-02-15",NA
"2024-02-16",NA
"2024-02-17",NA
"2024-02-18",NA
"2024-02-19",NA
"2024-02-20",NA
"2024-02-21",NA
"2024-02-22",NA
"2024-02-23",NA
"2024-02-24",NA
"2024-02-25",NA
"2024-02-26",NA
"2024-02-27",NA
"2024-02-28",NA
"2024-02-29",NA
"2024-03-01",NA
"2024-03-02",NA
"2024-03-03",NA
"2024-03-04",NA
"2024-03-05",NA
"2024-03-06",NA
"2024-03-07",NA
"2024-03-08",NA
"2024-03-09",NA
"2024-03-10",NA
"2024-03-11",NA
"2024-03-12",NA
"2024-03-13",NA
"2024-03-14",NA
"2024-03-15",NA
"2024-03-16",NA
"2024-03-17",NA
"2024-03-18",NA
"2024-03-19",NA
"2024-03-20",NA
"2024-03-21",NA
"2024-03-22",NA
"2024-03-23",NA
"2024-03-24",NA
"2024-03-25",NA
"2024-03-26",NA
"2024-03-27",NA
"2024-03-28",NA
"2024-03-29",NA
"2024-03-30",NA
"2024-03-31",NA
"2024-04-01",NA
"2024-04-02",NA
"2024-04-03",NA
"2024-04-04",NA
"2024-04-05",NA
"2024-04-06",NA
"2024-04-07",NA
"2024-04-08",NA
"2024-04-09",NA
"2024-04-10",NA
"2024-04-11",NA
"2024-04-12",NA
"2024-04-13",NA
"2024-04-14",NA
"2024-04-15",NA
"2024-04-16",NA
"2024-04-17",NA
"2024-04-18",NA
"2024-04-19",NA
"2024-04-20",NA
"2024-04-21",NA
"2024-04-22",NA
"2024-04-23",NA
"2024-04-24",NA
"2024-04-25",NA
"2024-04-26",NA
"2024-04-27",NA
"2024-04-28",NA
"2024-04-29",NA
"2024-04-30",NA
"2024-05-01",NA
"2024-05-02",NA
"2024-05-03",NA
"2024-05-04",NA
"2024-05-05",NA
"2024-05-06",NA
"2024-05-07",NA
"2024-05-08",NA
"2024-05-09",NA
"2024-05-10",NA
"2024-05-11",NA
"2024-05-12",NA
"2024-05-13",NA
"2024-05-14",NA
"2024-05-15",NA
"2024-05-16",NA
"2024-05-17",NA
"2024-05-18",NA
"2024-05-19",NA
"2024-05-20",NA
"2024-05-21",NA
"2024-05-22",NA
"2024-05-23",NA
"2024-05-24",NA
"2024-05-25",NA
"2024-05-26",NA
"2024-05-27",NA
"2024-05-28",NA
"2024-05-29",NA
"2024-05-30",NA
"2024-05-31",NA
"2024-06-01",NA
"2024-06-02",NA
"2024-06-03",NA
"2024-06-04",NA
"2024-06-05",NA
"2024-06-06",NA
"2024-06-07",NA
"2024-06-08",NA
"2024-06-09",NA
"2024-06-10",NA
"2024-06-11",NA
"2024-06-12",NA
"2024-06-13",NA
"2024-06-14",NA
"2024-06-15",NA
"2024-06-16",NA
"2024-06-17",NA
"2024-06-18",NA
"2024-06-19",NA
"2024-06-20",NA
"2024-06-21",NA
"2024-06-22",NA
"2024-06-23",NA
"2024-06-24",NA
"2024-06-25",NA
"2024-06-26",NA
"2024-06-27",NA
"2024-06-28",NA
"2024-06-29",NA
"2024-06-30",NA
"2024-07-01",NA
"2024-07-02",NA
"2024-07-03",NA
"2024-07-04",NA
"2024-07-05",NA
"2024-07-06",NA
"2024-07-07",NA
"2024-07-08",NA
"2024-07-09",NA
"2024-07-10",NA
"2024-07-11",NA
"2024-07-12",NA
"2024-07-13",NA
"2024-07-14",NA
"2024-07-15",NA
"2024-07-16",NA
"2024-07-17",NA
"2024-07-18",NA
"2024-07-19",NA
"2024-07-20",NA
"2024-07-21",NA
"2024-07-22",NA
"2024-07-23",NA
"2024-07-24",NA
"2024-07-25",NA
"2024-07-26",NA
"2024-07-27",NA
"2024-07-28",NA
"2024-07-29",NA
"2024-07-30",NA
"2024-07-31",NA
"2024-08-01",NA
"2024-08-02",NA
"2024-08-03",NA
"2024-08-04",NA
"2024-08-05",NA
"2024-08-06",NA
"2024-08-07",NA
"2024-08-08",NA
"2024-08-09",NA
"2024-08-10",NA
"2024-08-11",NA
"2024-08-12",NA
"2024-08-13",NA
"2024-08-14",NA
"2024-08-15",NA
"2024-08-16",NA
"2024-08-17",NA
"2024-08-18",NA
"2024-08-19",NA
"2024-08-20",NA
"2024-08-21",NA
"2024-08-22",NA
"2024-08-23",NA
"2024-08-24",NA
"2024-08-25",NA
"2024-08-26",NA
"2024-08-27",NA
"2024-08-28",NA
"2024-08-29",NA
"2024-08-30",NA
"2024-08-31",NA
"2024-09-01",NA
"2024-09-02",NA
"2024-09-03",NA
"2024-09-04",NA
"2024-09-05",NA
"2024-09-06",NA
"2024-09-07",NA
"2024-09-08",NA
"2024-09-09",NA
"2024-09-10",NA
"2024-09-11",NA
"2024-09-12",NA
"2024-09-13",NA
"2024-09-14",NA
"2024-09-15",NA
"2024-09-16",NA
"2024-09-17",NA
"2024-09-18",NA
"2024-09-19",NA
"2024-09-20",NA
"2024-09-21",NA
"2024-09-22",NA
"2024-09-23",NA
"2024-09-24",NA
"2024-09-25",NA
"2024-09-26",NA
"2024-09-27",NA
"2024-09-28",NA
"2024-09-29",NA
"2024-09-30",NA
"2024-10-01",NA
"2024-10-02",NA
"2024-10-03",NA
"2024-10-04",NA
"2024-10-05",NA
"2024-10-06",NA
"2024-10-07",NA
"2024-10-08",NA
"2024-10-09",NA
"2024-10-10",NA
"2024-10-11",NA
"2024-10-12",NA
"2024-10-13",NA
"2024-10-14",NA
"2024-10-15",NA
"2024-10-16",NA
"2024-10-17",NA
"2024-10-18",NA
"2024-10-19",NA
"2024-10-20",NA
"2024-10-21",NA
"2024-10-22",NA
"2024-10-23",NA
"2024-10-24",NA
"2024-10-25",NA
"2024-10-26",NA
"2024-10-27",NA
"2024-10-28",NA
"2024-10-29",NA
"2024-10-30",NA
"2024-10-31",NA
"2024-11-01",NA
"2020-01-01",NA
"2020-01-02",NA
"2020-01-03",NA
"2020-01-04",NA
"2020-01-05",NA
"2020-01-06",NA
"2020-01-07",NA
"2020-01-08",NA
"2020-01-09",NA
"2020-01-10",NA
"2020-01-11",NA
"2020-01-12",NA
"2020-01-13",NA
"2020-01-14",NA
"2020-01-15",NA
"2020-01-16",NA
"2020-01-17",NA
"2020-01-18",NA
"2020-01-19",NA
"2020-01-20",NA
"2020-01-21",NA
"2020-01-22",NA
"2020-01-23",NA
"2020-01-24",NA
"2020-01-25",NA
"2020-01-26",NA
"2020-01-27",NA
"2020-01-28",NA
"2020-01-29",NA
"2020-01-30",NA
"2020-01-31",NA
"2020-02-01",NA
"2020-02-02",NA
"2020-02-03",NA
"2020-02-04",NA
"2020-02-05",NA
"2020-02-06",NA
"2020-02-07",NA
"2020-02-08",NA
"2020-02-09",NA
"2020-02-10",NA
"2020-02-11",NA
"2020-02-12",NA
"2020-02-13",NA
"2020-02-14",NA
"2020-02-15",NA
"2020-02-16",NA
"2020-02-17",NA
"2020-02-18",NA
"2020-02-19",NA
"2020-02-20",NA
"2020-02-21",NA
"2020-02-22",NA
"2020-02-23",NA
"2020-02-24",NA
"2020-02-25",NA
"2020-02-26",NA
"2020-02-27",NA
"2020-02-28",NA
"2020-02-29",NA
"2020-03-01",NA
"2020-03-02",NA
"2020-03-03",NA
"2020-03-04",NA
"2020-03-05",NA
"2020-03-06",NA
"2020-03-07",NA
"2020-03-08",NA
"2020-03-09",NA
"2020-03-10",NA
"2020-03-11",NA
"2020-03-12",NA
"2020-03-13",NA
"2020-03-14",NA
"2020-03-15",NA
"2020-03-16",NA
"2020-03-17",NA
"2020-03-18",NA
"2020-03-19",NA
"2020-03-20",NA
"2020-03-21",NA
"2020-03-22",NA
"2020-03-23",NA
"2020-03-24",NA
"2020-03-25",NA
"2020-03-26",NA
"2020-03-27",NA
"2020-03-28",NA
"2020-03-29",NA
"2020-03-30",NA
"2020-03-31",NA
"2020-04-01",NA
"2020-04-02",NA
"2020-04-03",NA
"2020-04-04",NA
"2020-04-05",NA
"2020-04-06",NA
"2020-04-07",NA
"2020-04-08",NA
"2020-04-09",NA
"2020-04-10",NA
"2020-04-11",NA
"2020-04-12",NA
"2020-04-13",NA
"2020-04-14",NA
"2020-04-15",NA
"2020-04-16",NA
"2020-04-17",NA
"2020-04-18",NA
"2020-04-19",NA
"2020-04-20",NA
"2020-04-21",NA
"2020-04-22",NA
"2020-04-23",NA
"2020-04-24",NA
"2020-04-25",NA
"2020-04-26",NA
"2020-04-27",NA
"2020-04-28",NA
"2020-04-29",NA
"2020-04-30",NA
"2020-05-01",NA
"2020-05-02",NA
"2020-05-03",NA
"2020-05-04",NA
"2020-05-05",NA
"2020-05-06",NA
"2020-05-07",NA
"2020-05-08",NA
"2020-05-09",NA
"2020-05-10",NA
"2020-05-11",NA
"2020-05-12",NA
"2020-05-13",NA
"2020-05-14",NA
"2020-05-15",NA
"2020-05-16",NA
"2020-05-17",NA
"2020-05-18",NA
"2020-05-19",NA
"2020-05-20",NA
"2020-05-21",NA
"2020-05-22",NA
"2020-05-23",NA
"2020-05-24",NA
"2020-05-25",NA
"2020-05-26",NA
"2020-05-27",NA
"2020-05-28",NA
"2020-05-29",NA
"2020-05-30",NA
"2020-05-31",NA
"2020-06-01",NA
"2020-06-02",NA
"2020-06-03",NA
"2020-06-04",NA
"2020-06-05",NA
"2020-06-06",NA
"2020-06-07",NA
"2020-06-08",NA
"2020-06-09",NA
"2020-06-10",NA
"2020-06-11",NA
"2020-06-12",NA
"2020-06-13",NA
"2020-06-14",NA
"2020-06-15",NA
"2020-06-16",NA
"2020-06-17",NA
"2020-06-18",NA
"2020-06-19",NA
"2020-06-20",NA
"2020-06-21",NA
"2020-06-22",NA
"2020-06-23",NA
"2020-06-24",NA
"2020-06-25",NA
"2020-06-26",NA
"2020-06-27",NA
"2020-06-28",NA
"2020-06-29",NA
"2020-06-30",NA
"2020-07-01",NA
"2020-07-02",NA
"2020-07-03",NA
"2020-07-04",NA
"2020-07-05",NA
"2020-07-06",NA
"2020-07-07",NA
"2020-07-08",NA
"2020-07-09",NA
"2020-07-10",NA
"2020-07-11",NA
"2020-07-12",NA
"2020-07-13",NA
"2020-07-14",NA
"2020-07-15",NA
"2020-07-16",NA
"2020-07-17",NA
"2020-07-18",NA
"2020-07-19",NA
"2020-07-20",NA
"2020-07-21",NA
"2020-07-22",NA
"2020-07-23",NA
"2020-07-24",NA
"2020-07-25",NA
"2020-07-26",NA
"2020-07-27",NA
"2020-07-28",NA
"2020-07-29",NA
"2020-07-30",NA
"2020-07-31",NA
"2020-08-01",NA
"2020-08-02",NA
"2020-08-03",NA
"2020-08-04",NA
"2020-08-05",NA
"2020-08-06",NA
"2020-08-07",NA
"2020-08-08",NA
"2020-08-09",NA
"2020-08-10",NA
"2020-08-11",NA
"2020-08-12",NA
"2020-08-13",NA
"2020-08-14",NA
"2020-08-15",NA
"2020-08-16",NA
"2020-08-17",NA
"2020-08-18",NA
"2020-08-19",NA
"2020-08-20",NA
"2020-08-21",NA
"2020-08-22",NA
"2020-08-23",NA
"2020-08-24",NA
"2020-08-25",NA
"2020-08-26",NA
"2020-08-27",NA
"2020-08-28",NA
"2020-08-29",NA
"2020-08-30",NA
"2020-08-31",NA
"2020-09-01",NA
"2020-09-02",NA
"2020-09-03",NA
"2020-09-04",NA
"2020-09-05",NA
"2020-09-06",NA
"2020-09-07",NA
"2020-09-08",NA
"2020-09-09",NA
"2020-09-10",NA
"2020-09-11",NA
"2020-09-12",NA
"2020-09-13",NA
"2020-09-14",NA
"2020-09-15",NA
"2020-09-16",NA
"2020-09-17",NA
"2020-09-18",NA
"2020-09-19",NA
"2020-09-20",NA
"2020-09-21",NA
"2020-09-22",NA
"2020-09-23",NA
"2020-09-24",NA
"2020-09-25",NA
"2020-09-26",NA
"2020-09-27",NA
"2020-09-28",NA
"2020-09-29",NA
"2020-09-30",NA
"2020-10-01",NA
"2020-10-02",NA
"2020-10-03",NA
"2020-10-04",NA
"2020-10-05",NA
"2020-10-06",NA
"2020-10-07",NA
"2020-10-08",NA
"2020-10-09",NA
"2020-10-10",NA
"2020-10-11",NA
"2020-10-12",NA
"2020-10-13",NA
"2020-10-14",NA
"2020-10-15",NA
"2020-10-16",NA
"2020-10-17",NA
"2020-10-18",NA
"2020-10-19",NA
"2020-10-20",NA
"2020-10-21",NA
"2020-10-22",NA
"2020-10-23",NA
"2020-10-24",NA
"2020-10-25",NA
"2020-10-26",NA
"2020-10-27",NA
"2020-10-28",NA
"2020-10-29",NA
"2020-10-30",NA
"2020-10-31",NA
"2020-11-01",NA
"2020-11-02",NA
"2020-11-03",NA
"2020-11-04",NA
"2020-11-05",NA
"2020-11-06",NA
"2020-11-07",NA
"2020-11-08",NA
"2020-11-09",NA
"2020-11-10",NA
"2020-11-11",NA
"2020-11-12",NA
"2020-11-13",NA
"2020-11-14",NA
"2020-11-15",NA
"2020-11-16",NA
"2020-11-17",NA
"2020-11-18",NA
"2020-11-19",NA
"2020-11-20",NA
"2020-11-21",NA
"2020-11-22",NA
"2020-11-23",NA
"2020-11-24",NA
"2020-11-25",NA
"2020-11-26",NA
"2020-11-27",NA
"2020-11-28",NA
"2020-11-29",NA
"2020-11-30",NA
"2020-12-01",NA
"2020-12-02",NA
"2020-12-03",NA
"2020-12-04",NA
"2020-12-05",NA
"2020-12-06",NA
"2020-12-07",NA
"2020-12-08",NA
"2020-12-09",NA
"2020-12-10",NA
"2020-12-11",NA
"2020-12-12",NA
"2020-12-13",NA
"2020-12-14",NA
"2020-12-15",NA
"2020-12-16",NA
"2020-12-17",NA
"2020-12-18",NA
"2020-12-19",NA
"2020-12-20",NA
"2020-12-21",NA
"2020-12-22",NA
"2020-12-23",NA
"2020-12-24",NA
"2020-12-25",NA
"2020-12-26",NA
"2020-12-27",NA
"2020-12-28",NA
"2020-12-29",NA
"2020-12-30",NA
"2020-12-31",NA
"2021-01-01",NA
"2021-01-02",NA
"2021-01-03",NA
"2021-01-04",NA
"2021-01-05",NA
"2021-01-06",NA
"2021-01-07",NA
"2021-01-08",NA
"2021-01-09",NA
"2021-01-10",NA
"2021-01-11",NA
"2021-01-12",NA
"2021-01-13",NA
"2021-01-14",NA
"2021-01-15",NA
"2021-01-16",NA
"2021-01-17",NA
"2021-01-18",NA
"2021-01-19",NA
"2021-01-20",NA
"2021-01-21",NA
"2021-01-22",NA
"2021-01-23",NA
"2021-01-24",NA
"2021-01-25",NA
"2021-01-26",NA
"2021-01-27",NA
"2021-01-28",NA
"2021-01-29",NA
"2021-01-30",NA
"2021-01-31",NA
"2021-02-01",NA
"2021-02-02",NA
"2021-02-03",NA
"2021-02-04",NA
"2021-02-05",NA
"2021-02-06",NA
"2021-02-07",NA
"2021-02-08",NA
"2021-02-09",NA
"2021-02-10",NA
"2021-02-11",NA
"2021-02-12",NA
"2021-02-13",NA
"2021-02-14",NA
"2021-02-15",NA
"2021-02-16",NA
"2021-02-17",NA
"2021-02-18",NA
"2021-02-19",NA
"2021-02-20",NA
"2021-02-21",NA
"2021-02-22",NA
"2021-02-23",NA
"2021-02-24",NA
"2021-02-25",NA
"2021-02-26",NA
"2021-02-27",NA
"2021-02-28",NA
"2021-03-01",NA
"2021-03-02",NA
"2021-03-03",NA
"2021-03-04",NA
"2021-03-05",NA
"2021-03-06",NA
"2021-03-07",NA
"2021-03-08",NA
"2021-03-09",NA
"2021-03-10",NA
"2021-03-11",NA
"2021-03-12",NA
"2021-03-13",NA
"2021-03-14",NA
"2021-03-15",NA
"2021-03-16",NA
"2021-03-17",NA
"2021-03-18",NA
"2021-03-19",NA
"2021-03-20",NA
"2021-03-21",NA
"2021-03-22",NA
"2021-03-23",NA
"2021-03-24",NA
"2021-03-25",NA
"2021-03-26",NA
"2021-03-27",NA
"2021-03-28",NA
"2021-03-29",NA
"2021-03-30",NA
"2021-03-31",NA
"2021-04-01",NA
"2021-04-02",NA
"2021-04-03",NA
"2021-04-04",NA
"2021-04-05",NA
"2021-04-06",NA
"2021-04-07",NA
"2021-04-08",NA
"2021-04-09",NA
"2021-04-10",NA
"2021-04-11",NA
"2021-04-12",NA
"2021-04-13",NA
"2021-04-14",NA
"2021-04-15",NA
"2021-04-16",NA
"2021-04-17",NA
"2021-04-18",NA
"2021-04-19",NA
"2021-04-20",NA
"2021-04-21",NA
"2021-04-22",NA
"2021-04-23",NA
"2021-04-24",NA
"2021-04-25",NA
"2021-04-26",NA
"2021-04-27",NA
"2021-04-28",NA
"2021-04-29",NA
"2021-04-30",NA
"2021-05-01",NA
"2021-05-02",NA
"2021-05-03",NA
"2021-05-04",NA
"2021-05-05",NA
"2021-05-06",NA
"2021-05-07",NA
"2021-05-08",NA
"2021-05-09",NA
"2021-05-10",NA
"2021-05-11",NA
"2021-05-12",NA
"2021-05-13",NA
"2021-05-14",NA
"2021-05-15",NA
"2021-05-16",NA
"2021-05-17",NA
"2021-05-18",NA
"2021-05-19",NA
"2021-05-20",NA
"2021-05-21",NA
"2021-05-22",NA
"2021-05-23",NA
"2021-05-24",NA
"2021-05-25",NA
"2021-05-26",NA
"2021-05-27",NA
"2021-05-28",NA
"2021-05-29",NA
"2021-05-30",NA
"2021-05-31",NA
"2021-06-01",NA
"2021-06-02",NA
"2021-06-03",NA
"2021-06-04",NA
"2021-06-05",NA
"2021-06-06",NA
"2021-06-07",NA
"2021-06-08",NA
"2021-06-09",NA
"2021-06-10",NA
"2021-06-11",NA
"2021-06-12",NA
"2021-06-13",NA
"2021-06-14",NA
"2021-06-15",NA
"2021-06-16",NA
"2021-06-17",NA
