X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
6481209.09815685,1806630.06582235,27492,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Green Meadows,8835 S. Avalon Blvd.,,Los Angeles,CA,,(323) 778-1185,,,,29940,,90026-1847,http://egis3.lacounty.gov/lms/?p=29940,publish,33.95642879,-118.2653221,2015/03/11 12:26:32+00,,,6481209.09815681,1806630.06582232
6471094.69220461,1859313.20848735,27493,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Hollywood Head Start,5000 Hollywood Blvd.,,Pomona,CA,,(323) 661-1621,,,,29941,,91766-5763,http://egis3.lacounty.gov/lms/?p=29941,publish,34.10111591,-118.2991914,2015/03/11 12:27:32+00,,,6471094.69220455,1859313.20848732
6467232.82099135,1856714.58277911,27494,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,La Mirada Head Start,5637 La Mirada,,Los Angeles,CA,,(323) 464-1605,,,,29942,,90012-2118,http://egis3.lacounty.gov/lms/?p=29942,publish,34.09394301,-118.3119213,2015/03/11 12:31:45+00,,,6467232.82099131,1856714.58277906
6631893.28169602,1859358.51253061,27495,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,La Verne,"""2425 """"E"""" Street""",,Los Angeles,CA,,(909) 593-3616,,,,29943,,90028-8514,http://egis3.lacounty.gov/lms/?p=29943,publish,34.10138814,-117.7680374,2015/03/11 11:23:21+00,,,6631893.28169598,1859358.51253057
6485382.41428527,1847328.85712802,27496,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Little Friends Head Start,707 E. Kensington Road,,Los Angeles,CA,,(213) 473-4403,,,,29944,,90023-2219,http://egis3.lacounty.gov/lms/?p=29944,publish,34.06829228,-118.2518969,2015/03/11 12:36:43+00,,,6485382.41428521,1847328.85712798
6486904.10218677,1797858.97280027,27497,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Nickerson Gardens,11253 S. Compton Avenue,,Los Angeles,CA,,(323) 569-1286,,,,29945,,90033-3703,http://egis3.lacounty.gov/lms/?p=29945,publish,33.93236713,-118.2464719,2015/03/11 11:17:43+00,,,6486904.10218672,1797858.97280023
6493956.67338344,1837911.21323368,27498,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Pico Garden,1500 E. 4Th St.,,Los Angeles,CA,,(323) 264-3649,,,,29946,,90003-3514,http://egis3.lacounty.gov/lms/?p=29946,publish,34.04246969,-118.2235163,2015/03/11 11:25:27+00,,,6493956.67338338,1837911.21323365
6477763.6851002,1848950.21149686,27499,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Pleasant Hills Head Start,2737 Hyans Street,,Los Angeles,CA,,(213) 388-1239,,,,29947,,90027-6104,http://egis3.lacounty.gov/lms/?p=29947,publish,34.07269244,-118.277068,2015/03/11 11:43:24+00,,,6477763.68510014,1848950.21149682
6497651.68928736,1850048.21159744,27500,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Rainbow,2500 Griffin Ave.,,Los Angeles,CA,,(323) 222-1529,,,,29948,,90038-2209,http://egis3.lacounty.gov/lms/?p=29948,publish,34.07584237,-118.2114037,2015/03/11 11:48:31+00,,,6497651.6892873,1850048.2115974
6471866.60175003,1836776.76209052,27501,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Salvin Head Start,1925 S. Budlong Avenue,,La Verne,CA,,(323) 731-6795,,,,29949,,91750,http://egis3.lacounty.gov/lms/?p=29949,publish,34.0391954,-118.2964221,2015/03/11 12:23:43+00,,,6471866.60174997,1836776.76209047
6625388.76452136,1862633.19922268,27502,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,San Dimas,909 E. Juanita Ave.,,Echo Park,CA,,(909) 599-5311,,,,29950,,90026-4426,http://egis3.lacounty.gov/lms/?p=29950,publish,34.11042586,-117.7895006,2015/03/11 16:50:14+00,,,6625388.7645213,1862633.19922264
6497127.39506036,1841715.15247619,27503,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,State Street Head Start,716 N. State Street,,Los Angeles,CA,,(323) 261-8121,,,,29951,,90059-1807,http://egis3.lacounty.gov/lms/?p=29951,publish,34.05294128,-118.2130767,2015/03/11 12:33:21+00,,,6497127.3950603,1841715.15247615
6466785.1814667,1858674.49355744,27504,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Wilton Place Head Start,1528 N. Witon Place,,Los Angeles,CA,,(323) 469-0360,,,,29952,,90033-4216,http://egis3.lacounty.gov/lms/?p=29952,publish,34.09932473,-118.31342,2015/03/11 12:28:20+00,,,6466785.18146664,1858674.49355739
6463817.1969171,1860243.35065594,27505,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Yucca Street Head Start,6128 Yucca Street,,Los Angeles,CA,,(323) 871-2607,,,,29953,,90026-4715,http://egis3.lacounty.gov/lms/?p=29953,publish,34.10360989,-118.3232403,2015/03/11 11:16:35+00,,,6463817.19691706,1860243.3506559
6529602.42131753,1844086.23762903,27506,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Bitely Head Start,7501 E. Fern Ave.,,Los Angeles,CA,,(626) 307-3327,,,,29954,,90031-2309,http://egis3.lacounty.gov/lms/?p=29954,publish,34.05959826,-118.1058747,2015/03/11 11:24:41+00,,,6529602.42131747,1844086.23762898
6533388.66702586,1850762.21345027,27507,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Dewey School Head Start,525 E. Dewey Ave.,,Los Angeles,CA,,(626) 573-4421,,,,29955,,90007-1109,http://egis3.lacounty.gov/lms/?p=29955,publish,34.07795323,-118.0933946,2015/03/11 12:38:17+00,,,6533388.6670258,1850762.21345022
6531879.88329802,1847092.95536885,27508,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Duff School Head Start,7830 E. Dorothy Ave.,,La Verne,CA,,(626) 307-3347,,,,29956,,91750-4140,http://egis3.lacounty.gov/lms/?p=29956,publish,34.06786666,-118.0983652,2015/03/11 11:49:30+00,,,6531879.88329796,1847092.95536882
6529874.95981444,1846437.44290036,27509,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Emerson School  Head Start,7544 E. Emerson Place,,Los Angeles,CA,,(626) 573-8133,,,,29957,,90033-1713,http://egis3.lacounty.gov/lms/?p=29957,publish,34.06605983,-118.104983,2015/03/11 12:42:48+00,,,6529874.95981438,1846437.44290031
6536404.11276661,1846204.44959994,27510,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Frances E. Willard,3152 N. Willard Ave.,,Los Angeles,CA,,(626) 307-3379,,,,29958,,90028-6716,http://egis3.lacounty.gov/lms/?p=29958,publish,34.06543641,-118.0834242,2015/03/11 11:45:12+00,,,6536404.11276655,1846204.44959989
6528504.64693828,1839362.81597352,27511,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Hillcrest School Head Start,795 Pepper Street,,Rosemead,CA,,(626) 307-3371,,,,29959,,91770-2922,http://egis3.lacounty.gov/lms/?p=29959,publish,34.04661573,-118.1094821,2015/03/11 12:21:37+00,,,6528504.64693822,1839362.81597348
6530166.24269645,1850144.02242944,27512,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Marshall School Head Start,1817 S. Jackson Ave.,,San Gabriel,CA,,(626) 307-3380,,,,29960,,91776-3901,http://egis3.lacounty.gov/lms/?p=29960,publish,34.07624583,-118.1040339,2015/03/11 12:29:13+00,,,6530166.24269639,1850144.02242939
6528303.56203862,1842598.71107651,27513,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Monterey Vista School Head Start,901 E. Graves Ave.,,Rosemead,CA,,(626) 307-3304,,,,29961,,91770-2332,http://egis3.lacounty.gov/lms/?p=29961,publish,34.05550691,-118.1101576,2015/03/11 12:25:41+00,,,6528303.56203856,1842598.71107648
6535329.65592602,1841706.1836621,27514,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Rice School Head Start,2150 N. Angelus Ave.,,Rosemead,CA,,(626) 307-3352,,,,29962,,91770-2210,http://egis3.lacounty.gov/lms/?p=29962,publish,34.0530733,-118.086959,2015/03/11 12:34:27+00,,,6535329.65592597,1841706.18366206
6536151.33341652,1843809.28444277,27515,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Sanchez School  Head Start,8470 E. Fern Street,,Rosemead,CA,,(626) 307-3365,,,,29963,,91770-2758,http://egis3.lacounty.gov/lms/?p=29963,publish,34.05885425,-118.0842522,2015/03/11 12:30:01+00,,,6536151.33341648,1843809.28444272
6531607.60529928,1843002.56820844,27516,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Williams I Head Start,2444 N. Del Mar Ave.,,Monterey Park,CA,,(626) 312-4706,,,,29964,,91754,http://egis3.lacounty.gov/lms/?p=29964,publish,34.05662611,-118.0992509,2015/03/11 11:18:38+00,,,6531607.60529922,1843002.5682084
6578994.83598395,1839759.2072411,27517,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Baldwin,1616 Griffith,,Monterey Park,CA,,(626) 855-3816,,,,29965,,91755-5715,http://egis3.lacounty.gov/lms/?p=29965,publish,34.04774104,-117.9428099,2015/03/11 11:26:24+00,,,6578994.83598389,1839759.20724106
6574707.36391586,1838000.53523351,27518,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,California East,1000 California Ave.,,San Gabriel,CA,,(626) 918-8687,,,,29966,,91776-4007,http://egis3.lacounty.gov/lms/?p=29966,publish,34.04291433,-117.9569658,2015/03/11 12:38:58+00,,,6574707.3639158,1838000.53523348
6578689.04492886,1834528.05661419,27519,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Del Valle,801 N. Del Valle,,Monterey Park,CA,,(626) 933-6542,,,,29967,,91755-4223,http://egis3.lacounty.gov/lms/?p=29967,publish,34.03336705,-117.943829,2015/03/11 11:21:59+00,,,6578689.0449288,1834528.05661415
6578128.67531469,1837176.21831261,27520,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Fairgrove,15540 Fairgrove Ave.,,Rosemead,CA,,(626) 855-3538,,,,29968,,91770-3619,http://egis3.lacounty.gov/lms/?p=29968,publish,34.04064467,-117.9456738,2015/03/11 11:42:09+00,,,6578128.67531464,1837176.21831256
6576063.97898477,1824936.95670193,27521,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Glenelder,16234 Folger Street,,Rosemead,CA,,(626) 855-3744,,,,29969,,91770-3261,http://egis3.lacounty.gov/lms/?p=29969,publish,34.00701581,-117.9525081,2015/03/11 10:51:47+00,,,6576063.97898471,1824936.95670189
6571516.10356611,1838742.51078369,27522,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Hacienda,800 N. Tonopah,,Rosemead,CA,,(626) 933-3226,,,,29970,,91770-3020,http://egis3.lacounty.gov/lms/?p=29970,publish,34.04495647,-117.9674991,2015/03/11 12:22:30+00,,,6571516.10356605,1838742.51078364
6568071.52974661,1827264.86477578,27523,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Hillgrove,1234 Valencia Ave.,,La Puente,CA,,(626) 855-1650,,,,29971,,91744-3017,http://egis3.lacounty.gov/lms/?p=29971,publish,34.01342006,-117.9788776,2015/03/11 12:30:46+00,,,6568071.52974655,1827264.86477573
6569590.46535702,1822467.18670711,27524,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Kwis Elementary,1925 Kwis Ave.,,La Puente,CA,,(626) 855-3533,,,,29972,,91744-1924,http://egis3.lacounty.gov/lms/?p=29972,publish,34.00023576,-117.9738696,2015/03/11 12:26:32+00,,,6569590.46535698,1822467.18670706
6570342.25781669,1838597.35753068,27525,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Lassalette Portable,14333 Lassalette,,La Puente,CA,,(626) 855-3730,,,,29973,,91744-3017,http://egis3.lacounty.gov/lms/?p=29973,publish,34.04455859,-117.9713741,2015/03/11 12:27:32+00,,,6570342.25781664,1838597.35753064
6571780.94752461,1834682.39291969,27526,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Nelson,330 California Ave.,,La Puente,CA,,(626) 855-3534,,,,29974,,91744-1620,http://egis3.lacounty.gov/lms/?p=29974,publish,34.0337996,-117.9666293,2015/03/11 12:31:45+00,,,6571780.94752455,1834682.39291964
6574226.68475911,1835416.21953602,27527,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Sparks,15151 Temple Ave.,,Hacienda Heights,CA,,(626) 855-3753,,,,29975,,91745-2329,http://egis3.lacounty.gov/lms/?p=29975,publish,34.03581355,-117.958556,2015/03/11 11:23:22+00,,,6574226.68475905,1835416.21953598
6572946.43403877,1836189.91385476,27528,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Temple,635 California Ave.,,La Puente,CA,,(626) 855-3733,,,,29976,,91744-2460,http://egis3.lacounty.gov/lms/?p=29976,publish,34.03794093,-117.9627807,2015/03/11 12:36:43+00,,,6572946.43403871,1836189.91385473
6582932.1302747,1835794.90841119,27529,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Valinda,1030 N. Indian Summer,,Hacienda Heights,CA,,(626) 855-3734,,,,29977,,91745-2038,http://egis3.lacounty.gov/lms/?p=29977,publish,34.03684085,-117.9298216,2015/03/11 11:17:44+00,,,6582932.13027464,1835794.90841115
6583275.02197737,1832602.60410027,27530,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Wing Lane Elementary,16605 Wing Lane,,Hacienda Heights,CA,,(626) 855-3531,,,,29978,,91745-3331,http://egis3.lacounty.gov/lms/?p=29978,publish,34.02806819,-117.9286973,2015/03/11 11:25:27+00,,,6583275.02197731,1832602.60410023
6577488.19398411,1830187.35072869,27531,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Workman,16000 Workman Street,,La Puente,CA,,(626) 855-3743,,,,29979,,91744-2441,http://egis3.lacounty.gov/lms/?p=29979,publish,34.02144119,-117.9477999,2015/03/11 11:43:24+00,,,6577488.19398405,1830187.35072865
6460724.24739435,1796282.57011318,27532,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Bennett/Kew Head Start,11710 S. Cherry Avenue,,La Puente,CA,,(310) 680-5400,,,,29980,,91744-3718,http://egis3.lacounty.gov/lms/?p=29980,publish,33.92782818,-118.3327578,2015/03/11 11:48:31+00,,,6460724.24739431,1796282.57011314
6462342.34717652,1801324.98325668,27533,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Inglewood Usd,10409 10Th Avenue,,La Puente,CA,,(310) 673-9635,,,,29981,,91744-3765,http://egis3.lacounty.gov/lms/?p=29981,publish,33.94169845,-118.3274781,2015/03/11 12:23:43+00,,,6462342.34717648,1801324.98325664
6458401.68084528,1825025.21111861,27534,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Baldwin Hills,3740 Don Felipe Drive,,La Puente,CA,,(323) 299-1375,,,,29982,,91744-2602,http://egis3.lacounty.gov/lms/?p=29982,publish,34.00678672,-118.340735,2015/03/11 16:50:14+00,,,6458401.68084522,1825025.21111856
6479037.94829969,1842145.83960694,27535,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Beacon,731 Beacon Ave.,,Valinda,CA,,(213) 484-9530,,,,29983,,91744-2333,http://egis3.lacounty.gov/lms/?p=29983,publish,34.05400461,-118.2727993,2015/03/11 12:33:21+00,,,6479037.94829963,1842145.8396069
6467663.68331861,1890179.20416993,27536,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Burbank,353 San Jose Ave.,,Valinda,CA,,(818) 848-3131,,,,29984,,91744-4156,http://egis3.lacounty.gov/lms/?p=29984,publish,34.18590263,-118.31084,2015/03/11 12:28:20+00,,,6467663.68331856,1890179.2041699
6466815.47700977,1819684.26281102,27537,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Chesterfield,1966 S. Concordia Walk,,La Puente,CA,,(323) 294-5626,,,,29985,,91744-4738,http://egis3.lacounty.gov/lms/?p=29985,publish,33.99218583,-118.312919,2015/03/11 11:16:35+00,,,6466815.47700971,1819684.26281098
6489463.69418044,1861345.21065694,27538,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Cypress  Ii,2415 W. Avenue 30,,Inglewood,CA,,(323) 223-8644,,,,29986,,90303,http://egis3.lacounty.gov/lms/?p=29986,publish,34.10683457,-118.2385307,2015/03/11 11:24:42+00,,,6489463.69418038,1861345.2106569
6493080.66824569,1856931.20931435,27539,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Cypress I,1145 Cypress Ave.,,Inglewood,CA,,(323) 225-4477,,,,29987,,90303-2031,http://egis3.lacounty.gov/lms/?p=29987,publish,34.09472851,-118.2265494,2015/03/11 12:38:17+00,,,6493080.66824564,1856931.20931432
6490196.86233352,1863236.01822703,27540,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Cypress Iii,3315 Verdugo Road,,Los Angeles,CA,,(323) 257-7678,,,,29988,,90008-4228,http://egis3.lacounty.gov/lms/?p=29988,publish,34.112035,-118.2361234,2015/03/11 11:49:30+00,,,6490196.86233348,1863236.01822698
6484018.77790494,1846081.65981928,27541,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Kedren Angelina Preschool,1336 W. Angelina Street #10,,Los Angeles,CA,,(213) 481-0227,,,,29989,,90017-2185,http://egis3.lacounty.gov/lms/?p=29989,publish,34.06485569,-118.256389,2015/03/11 12:42:48+00,,,6484018.77790488,1846081.65981923
6456223.69504377,1836648.21313502,27542,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Labrea,4973 W. 21St Street,,Burbank,CA,,(323) 934-0709,,,,29990,,91502-1138,http://egis3.lacounty.gov/lms/?p=29990,publish,34.03870437,-118.348054,2015/03/11 11:45:12+00,,,6456223.69504371,1836648.21313497
6459333.69702587,1884588.20714985,27543,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Magnolia,2828 W. Magnilia Blvd.,,Los Angeles,CA,,(818) 567-4682,,,,29991,,90062-2505,http://egis3.lacounty.gov/lms/?p=29991,publish,34.17046546,-118.3383213,2015/03/11 12:21:37+00,,,6459333.69702581,1884588.2071498
6478503.69510311,1804155.21512902,27544,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Main,9505 S. Main Street,,Los Angeles,CA,,(323) 755-4121,,,,29992,,90065-2101,http://egis3.lacounty.gov/lms/?p=29992,publish,33.94960836,-118.2742209,2015/03/11 12:29:13+00,,,6478503.69510305,1804155.21512897
6467819.68825594,1840396.21154451,27545,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Manhattan,1200 S. Manhattan Place,,Los Angeles,CA,,(323) 737-6267,,,,29993,,90065-1110,http://egis3.lacounty.gov/lms/?p=29993,publish,34.04910756,-118.3098168,2015/03/11 12:25:42+00,,,6467819.68825589,1840396.21154448
6471063.73524553,1842104.5076686,27546,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Mariposa,961 S. Mariposa Ave.,,Los Angeles,CA,,(213) 388-1970,,,,29994,,90065-2844,http://egis3.lacounty.gov/lms/?p=29994,publish,34.0538287,-118.2991245,2015/03/11 12:34:27+00,,,6471063.73524547,1842104.50766855
6482492.68253194,1842981.21031152,27547,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Maryland,1317 Maryland,,Los Angeles,CA,,(213) 482-8833,,,,29995,,90026-5676,http://egis3.lacounty.gov/lms/?p=29995,publish,34.05632531,-118.2614012,2015/03/11 12:30:01+00,,,6482492.68253189,1842981.21031147
6480484.66981569,1870942.20917943,27548,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Perlita,4118 Chevy Chase,,Los Angeles,CA,,(818) 247-3847,,,,29996,,90016-2208,http://egis3.lacounty.gov/lms/?p=29996,publish,34.13314357,-118.2682769,2015/03/11 11:18:39+00,,,6480484.66981563,1870942.2091794
6459892.70148528,1840402.20956402,27549,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Pico,4605 W. Pico Blvd.,,Burbank,CA,,(323) 939-5341,,,,29997,,91505-3036,http://egis3.lacounty.gov/lms/?p=29997,publish,34.04905407,-118.335985,2015/03/11 11:26:24+00,,,6459892.70148522,1840402.20956397
6498500.68529278,1801533.21742027,27550,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,South Gate Assembly,10125 California Ave.,,Los Angeles,CA,,(323) 569-3387,,,,29998,,90003-4222,http://egis3.lacounty.gov/lms/?p=29998,publish,33.94253542,-118.2082682,2015/03/11 12:38:58+00,,,6498500.68529272,1801533.21742022
6477181.14033352,1848490.79378052,27551,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,St. Anne'S Early Learning Center,151 N. Occidental Blvd.,,Los Angeles,CA,,(213) 381-2931,,,,29999,,90019-3619,http://egis3.lacounty.gov/lms/?p=29999,publish,34.0714256,-118.2789874,2015/03/11 11:21:59+00,,,6477181.14033347,1848490.79378048
6490850.67106527,1871498.20905168,27552,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Verdugo,1003 S. Verdugo Road,,Los Angeles,CA,,(818) 240-1644,,,,30000,,90006-1413,http://egis3.lacounty.gov/lms/?p=30000,publish,34.13474255,-118.234027,2015/03/11 11:42:09+00,,,6490850.67106523,1871498.20905164
6489228.08638394,1800111.23010677,27553,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Watts I,10712 S. Wilmington Ave.,,Los Angeles,CA,,(323) 564-0628,,,,30001,,90017-2011,http://egis3.lacounty.gov/lms/?p=30001,publish,33.93857137,-118.2388284,2015/03/11 10:51:47+00,,,6489228.08638389,1800111.23010673
6484709.69417402,1803124.2155506,27554,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Watts Ii,9900 S. Central Ave.,,Los Angeles,CA,,(323) 564-4010,,,,30002,,90039-1253,http://egis3.lacounty.gov/lms/?p=30002,publish,33.94682013,-118.2537497,2015/03/11 12:22:30+00,,,6484709.69417398,1803124.21555056
6488374.06479803,1803954.47143602,27555,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Watts Iii,9622 Beach Street,,Los Angeles,CA,,(323) 249-9705,,,,30003,,90019-4236,http://egis3.lacounty.gov/lms/?p=30003,publish,33.94912635,-118.2416744,2015/03/11 12:30:46+00,,,6488374.06479797,1803954.47143598
6484647.70118777,1797757.21677019,27556,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Watts Iv,11230 S. Central Ave.,,South Gate,CA,,(323) 249-8188,,,,30004,,90280-6007,http://egis3.lacounty.gov/lms/?p=30004,publish,33.93207209,-118.2539094,2015/03/11 12:26:32+00,,,6484647.70118771,1797757.21677014
6474456.69926012,1798570.21711269,27557,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Watts V,710 E. 111Th Place,,Los Angeles,CA,,(323) 299-9742,,,,30005,,90026-4694,http://egis3.lacounty.gov/lms/?p=30005,publish,33.93423066,-118.2875121,2015/03/11 12:27:32+00,,,6474456.69926006,1798570.21711265
6488823.68791452,1798788.21536435,27558,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Watts Vi,1812 E. 110 Street,,Glendale,CA,,(323) 569-9415,,,,30006,,91205-3831,http://egis3.lacounty.gov/lms/?p=30006,publish,33.9349333,-118.2401512,2015/03/11 12:31:45+00,,,6488823.68791448,1798788.21536431
6476356.67511894,1848684.20973226,27559,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Westlake I,3031 Beverly Blvd.,,Los Angeles,CA,,(213) 487-0804,,,,30007,,90059-1236,http://egis3.lacounty.gov/lms/?p=30007,publish,34.07195076,-118.2817116,2015/03/11 11:23:22+00,,,6476356.67511889,1848684.20973223
6482680.2481017,1845285.19520485,27560,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Westlake Ii,1505 Beverley Blvd.,,Los Angeles,CA,,(213) 482-5819,,,,30008,,90002-2045,http://egis3.lacounty.gov/lms/?p=30008,publish,34.06265766,-118.2608017,2015/03/11 12:36:43+00,,,6482680.24810164,1845285.19520481
6479201.69567561,1847187.2101016,27561,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Westlake Iii,2233 Beverly Blvd.,,Los Angeles,CA,,(213) 413-8921,,,,30009,,90002-2433,http://egis3.lacounty.gov/lms/?p=30009,publish,34.06785877,-118.2723038,2015/03/11 11:17:44+00,,,6479201.69567555,1847187.21010156
6521616.41760452,2073637.70569052,27562,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,El Dorado State Preschool,361 E. Pondera Ave.,,Los Angeles,CA,,(661) 726-7417,,,,30010,,90059-1640,http://egis3.lacounty.gov/lms/?p=30010,publish,34.69034385,-118.1332457,2015/03/11 11:25:27+00,,,6521616.41760448,2073637.70569047
6523533.66573852,2070023.18995368,27563,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Jack Northrop Elememtary,43926 N. 2Nd Street East,,Los Angeles,CA,,(661) 948-0743,,,,30011,,90059-1518,http://egis3.lacounty.gov/lms/?p=30011,publish,34.68041879,-118.1268525,2015/03/11 11:43:24+00,,,6523533.66573846,2070023.18995364
6525206.66403294,2076830.05626118,27564,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Linda Verde State Preschool,44924 E. 5Th Street,,Los Angeles,CA,,(661) 942-5862,,,,30012,,90059-1222,http://egis3.lacounty.gov/lms/?p=30012,publish,34.69912819,-118.121315,2015/03/11 11:48:31+00,,,6525206.66403289,2076830.05626114
6515771.33447844,2076729.3081031,27565,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Monte Vista,1235 West Kettering,,Los Angeles,CA,,(661) 726-9727,,,,30013,,90057-1013,http://egis3.lacounty.gov/lms/?p=30013,publish,34.69881602,-118.1527059,2015/03/11 12:23:44+00,,,6515771.33447839,2076729.30810305
6527037.67152578,2069454.18748277,27566,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Sierra Elementary,747 W. Ave. J-12,,Los Angeles,CA,,(661) 942-9536,,,,30014,,90026-5704,http://egis3.lacounty.gov/lms/?p=30014,publish,34.67886689,-118.1151951,2015/03/11 16:50:15+00,,,6527037.67152572,2069454.18748273
6503182.93937969,2070968.87441403,27567,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Westwind Elementary,44044 36Th Street,,Los Angeles,CA,,(661) 948-0192,,,,30015,,90057-2286,http://egis3.lacounty.gov/lms/?p=30015,publish,34.68292792,-118.1945503,2015/03/11 12:33:21+00,,,6503182.93937963,2070968.87441398
6502307.94375436,1814841.98214127,27568,HSIP Freedom Head Start,,Education,Early Childhood Education and Head Start,,LA County,Bell Community,4009 Gage Ave.,,Lancaster,CA,,(323) 771-1259,,,,30016,,93534,http://egis3.lacounty.gov/lms/?p=30016,publish,33.9791268,-118.1958013,2015/03/11 12:28:20+00,,,6502307.9437543,1814841.98214123
